ID,Name,Stoichiometry,Enzyme,Rate law,Rate parameters,Type
Transcription_TU_102,Transcription (MG_154 - MG_163),1240 ATP + 974 CTP + 865 GTP + 1815 UTP + 1 H2O -> 1 TU_102 + 4894 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_102*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_102 = 0.002216,transcription
Transcription_TU_103,Transcription (MG_164),50 ATP + 46 CTP + 32 GTP + 55 UTP + 1 H2O -> 1 TU_103 + 183 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_103*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_103 = 0.003872,transcription
Transcription_TU_104,Transcription (MG_165 - MG_169),635 ATP + 474 CTP + 409 GTP + 916 UTP + 1 H2O -> 1 TU_104 + 2434 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_104*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_104 = 0.002827,transcription
Transcription_TU_105,Transcription (MG_170 - MG_173),958 ATP + 601 CTP + 527 GTP + 941 UTP + 1 H2O -> 1 TU_105 + 3027 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_105*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_105 = 0.002888,transcription
Transcription_TU_106,Transcription (MG_174),21 ATP + 23 CTP + 20 GTP + 50 UTP + 1 H2O -> 1 TU_106 + 114 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_106*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_106 = 0.001855,transcription
Transcription_TU_107,Transcription (MG_175 - MG_177),442 ATP + 389 CTP + 297 GTP + 614 UTP + 1 H2O -> 1 TU_107 + 1742 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_107*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_107 = 0.001592,transcription
Transcription_TU_108,Transcription (MG_178),97 ATP + 80 CTP + 54 GTP + 141 UTP + 1 H2O -> 1 TU_108 + 372 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_108*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_108 = 0.001799,transcription
Transcription_TU_109,Transcription (MG_179),245 ATP + 158 CTP + 136 GTP + 286 UTP + 1 H2O -> 1 TU_109 + 825 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_109*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_109 = 0.003062,transcription
Transcription_TU_110,Transcription (MG_180),263 ATP + 183 CTP + 155 GTP + 314 UTP + 1 H2O -> 1 TU_110 + 915 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_110*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_110 = 0.002048,transcription
Transcription_TU_111,Transcription (MG_181),462 ATP + 231 CTP + 218 GTP + 352 UTP + 1 H2O -> 1 TU_111 + 1263 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_111*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_111 = 0.003062,transcription
Transcription_TU_112,Transcription (MG_182),235 ATP + 148 CTP + 108 GTP + 244 UTP + 1 H2O -> 1 TU_112 + 735 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_112*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_112 = 0.002632,transcription
Transcription_TU_113,Transcription (MG_183 - MG_184),876 ATP + 418 CTP + 459 GTP + 1025 UTP + 1 H2O -> 1 TU_113 + 2778 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_113*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_113 = 0.002632,transcription
Transcription_TU_114,Transcription (MG_185),657 ATP + 347 CTP + 340 GTP + 762 UTP + 1 H2O -> 1 TU_114 + 2106 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_114*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_114 = 0.002632,transcription
Transcription_TU_115,Transcription (MG_186),226 ATP + 139 CTP + 135 GTP + 253 UTP + 1 H2O -> 1 TU_115 + 753 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_115*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_115 = 0.002632,transcription
Transcription_TU_116,Transcription (MG_187 - MG_189),1199 ATP + 663 CTP + 642 GTP + 1174 UTP + 1 H2O -> 1 TU_116 + 3678 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_116*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_116 = 0.002998,transcription
Transcription_TU_117,Transcription (MG_190),281 ATP + 186 CTP + 135 GTP + 355 UTP + 1 H2O -> 1 TU_117 + 957 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_117*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_117 = 0.002632,transcription
Transcription_TU_118,Transcription (MG_191 - MG_192),2029 ATP + 1493 CTP + 1523 GTP + 2453 UTP + 1 H2O -> 1 TU_118 + 7498 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_118*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_118 = 0.002632,transcription
Transcription_TU_119,Transcription (MG_194 - MG_195),1085 ATP + 542 CTP + 582 GTP + 1241 UTP + 1 H2O -> 1 TU_119 + 3450 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_119*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_119 = 0.003533,transcription
Transcription_TU_120,Transcription (MG_196 - MG_198),278 ATP + 199 CTP + 198 GTP + 430 UTP + 1 H2O -> 1 TU_120 + 1105 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_120*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_120 = 0.001858,transcription
Transcription_TU_121,Transcription (MG_199),222 ATP + 113 CTP + 116 GTP + 257 UTP + 1 H2O -> 1 TU_121 + 708 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_121*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_121 = 0.002632,transcription
Transcription_TU_122,Transcription (MG_200 - MG_202),747 ATP + 520 CTP + 552 GTP + 1030 UTP + 1 H2O -> 1 TU_122 + 2849 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_122*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_122 = 0.003371,transcription
Transcription_MG479,Transcription (MG479),17 ATP + 20 CTP + 15 GTP + 22 UTP + 1 H2O -> 1 MG479 + 74 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG479*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG479 = 0.000278,transcription
Transcription_TU_124,Transcription (MG_203 - MG_204),1228 ATP + 782 CTP + 704 GTP + 1533 UTP + 1 H2O -> 1 TU_124 + 4247 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_124*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_124 = 0.003202,transcription
Transcription_TU_125,Transcription (MG_205),297 ATP + 173 CTP + 183 GTP + 379 UTP + 1 H2O -> 1 TU_125 + 1032 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_125*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_125 = 0.002632,transcription
Transcription_TU_126,Transcription (MG_206),540 ATP + 270 CTP + 318 GTP + 666 UTP + 1 H2O -> 1 TU_126 + 1794 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_126*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_126 = 0.004300,transcription
Transcription_TU_127,Transcription (MG_207),142 ATP + 78 CTP + 101 GTP + 183 UTP + 1 H2O -> 1 TU_127 + 504 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_127*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_127 = 0.002632,transcription
Transcription_TU_128,Transcription (MG_208 - MG_210),679 ATP + 342 CTP + 333 GTP + 692 UTP + 1 H2O -> 1 TU_128 + 2046 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_128*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_128 = 0.002618,transcription
Transcription_TU_129,Transcription (MG_480),189 ATP + 125 CTP + 107 GTP + 239 UTP + 1 H2O -> 1 TU_129 + 660 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_129*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_129 = 0.002632,transcription
Transcription_TU_130,Transcription (MG_481),41 ATP + 44 CTP + 29 GTP + 75 UTP + 1 H2O -> 1 TU_130 + 189 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_130*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_130 = 0.004300,transcription
Transcription_TU_131,"Transcription (MG_211, MG_212, MG_482)",496 ATP + 280 CTP + 240 GTP + 574 UTP + 1 H2O -> 1 TU_131 + 1590 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_131*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_131 = 0.002704,transcription
Transcription_TU_132,Transcription (MG_213 - MG_214),623 ATP + 331 CTP + 339 GTP + 730 UTP + 1 H2O -> 1 TU_132 + 2023 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_132*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_132 = 0.002632,transcription
Transcription_TU_133,Transcription (MG_215 - MG_216),750 ATP + 492 CTP + 417 GTP + 842 UTP + 1 H2O -> 1 TU_133 + 2501 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_133*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_133 = 0.003203,transcription
Transcription_MG483,Transcription (MG483),16 ATP + 19 CTP + 24 GTP + 18 UTP + 1 H2O -> 1 MG483 + 77 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG483*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG483 = 0.000278,transcription
Transcription_MG484,Transcription (MG484),20 ATP + 24 CTP + 17 GTP + 16 UTP + 1 H2O -> 1 MG484 + 77 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG484*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG484 = 0.000278,transcription
Transcription_MG485,Transcription (MG485),19 ATP + 23 CTP + 22 GTP + 13 UTP + 1 H2O -> 1 MG485 + 77 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG485*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG485 = 0.000278,transcription
Transcription_MG486,Transcription (MG486),22 ATP + 16 CTP + 20 GTP + 19 UTP + 1 H2O -> 1 MG486 + 77 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG486*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG486 = 0.000278,transcription
Transcription_MG487,Transcription (MG487),19 ATP + 27 CTP + 24 GTP + 22 UTP + 1 H2O -> 1 MG487 + 92 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG487*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG487 = 0.000278,transcription
Transcription_MG488,Transcription (MG488),16 ATP + 21 CTP + 22 GTP + 18 UTP + 1 H2O -> 1 MG488 + 77 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG488*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG488 = 0.000278,transcription
Transcription_MG489,Transcription (MG489),21 ATP + 23 CTP + 17 GTP + 13 UTP + 1 H2O -> 1 MG489 + 74 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG489*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG489 = 0.000278,transcription
Transcription_MG490,Transcription (MG490),17 ATP + 23 CTP + 20 GTP + 16 UTP + 1 H2O -> 1 MG490 + 76 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG490*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG490 = 0.000278,transcription
Transcription_TU_142,Transcription (MG_217),289 ATP + 138 CTP + 243 GTP + 449 UTP + 1 H2O -> 1 TU_142 + 1119 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_142*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_142 = 0.002632,transcription
Transcription_TU_143,"Transcription (MG_218, MG_491)",1584 ATP + 1074 CTP + 1150 GTP + 2653 UTP + 1 H2O -> 1 TU_143 + 6461 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_143*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_143 = 0.002632,transcription
Transcription_TU_144,Transcription (MG_219),100 ATP + 60 CTP + 91 GTP + 196 UTP + 1 H2O -> 1 TU_144 + 447 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_144*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_144 = 0.002632,transcription
Transcription_TU_145,Transcription (MG_220),93 ATP + 50 CTP + 46 GTP + 93 UTP + 1 H2O -> 1 TU_145 + 282 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_145*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_145 = 0.002632,transcription
Transcription_MG492,Transcription (MG492),20 ATP + 23 CTP + 16 GTP + 18 UTP + 1 H2O -> 1 MG492 + 77 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG492*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG492 = 0.000278,transcription
Transcription_TU_147,Transcription (MG_221 - MG_223),785 ATP + 386 CTP + 456 GTP + 955 UTP + 1 H2O -> 1 TU_147 + 2582 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_147*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_147 = 0.003058,transcription
Transcription_TU_148,Transcription (MG_224),329 ATP + 183 CTP + 186 GTP + 412 UTP + 1 H2O -> 1 TU_148 + 1110 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_148*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_148 = 0.002632,transcription
Transcription_TU_149,Transcription (MG_225 - MG_226),1115 ATP + 536 CTP + 423 GTP + 840 UTP + 1 H2O -> 1 TU_149 + 2914 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_149*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_149 = 0.002862,transcription
Transcription_TU_150,Transcription (MG_227),278 ATP + 149 CTP + 137 GTP + 300 UTP + 1 H2O -> 1 TU_150 + 864 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_150*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_150 = 0.004147,transcription
Transcription_TU_151,Transcription (MG_228 - MG_231),1280 ATP + 773 CTP + 685 GTP + 1422 UTP + 1 H2O -> 1 TU_151 + 4160 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_151*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_151 = 0.005689,transcription
Transcription_TU_152,Transcription (MG_232 - MG_236),664 ATP + 403 CTP + 395 GTP + 720 UTP + 1 H2O -> 1 TU_152 + 2182 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_152*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_152 = 0.003404,transcription
Transcription_TU_153,Transcription (MG_237),283 ATP + 129 CTP + 152 GTP + 321 UTP + 1 H2O -> 1 TU_153 + 885 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_153*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_153 = 0.002632,transcription
Transcription_TU_154,Transcription (MG_238),382 ATP + 204 CTP + 225 GTP + 524 UTP + 1 H2O -> 1 TU_154 + 1335 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_154*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_154 = 0.005044,transcription
